,Artist,Biography,Listeners,Playcount,Similar
359,Shambhujeet Baskota," <a href=""https://www.last.fm/music/Shambhujeet+Baskota"">Read more on Last.fm</a>",297,1611,"('Indrajeet Mijar', 'DEEPA JHA', 'Deepak Jangam', 'Gyanu Rana', 'Gopal Yonjan')"
360,Arraial Do Pavulagem," <a href=""https://www.last.fm/music/Arraial+Do+Pavulagem"">Read more on Last.fm</a>",5202,106517,"('Verequete', 'Nilson Chaves', 'Nelsinho Rodrigues', 'Silvan Galvão', 'Comissão de São Sebastião')"
361,Kalpana Patowary," <a href=""https://www.last.fm/music/Kalpana+Patowary"">Read more on Last.fm</a>",597,2831,"('Kalpana', 'Malini Awasthi', 'Sharda Sinha', 'Antra Singh Priyanka', 'Adarsh Rao')"
362,Arsen Dedić,"Arsen Dedić is a Croatian singer-songwriter, musician and composer, a poet.

A native of Šibenik, Arsen Dedić was born to a mixed marriage of a Serbian father and Orthodox Croatian mother. Arsen became a household name in the 1960s, thanks to pop music festivals and his brand of music, which was at first influenced by Dalmatian folklore. Throughout the decades Dedić became one of the most respected musicians in former Yugoslavia and maintained this reputation to this day. <a href=""https://www.last.fm/music/+noredirect/Arsen+Dedi%C4%87"">Read more on Last.fm</a>",10710,334431,"('Gabi Novak', 'Rade Šerbedžija', 'Toma Bebić', 'Vice Vukov', 'Mišo Kovač')"
363,Naval Mali," <a href=""https://www.last.fm/music/Naval+Mali"">Read more on Last.fm</a>",3,6,()
364,Naďa Urbánková,"Czech pop singer and actress (former member of the Semafor Theatre), holder of several national awards. She has also worked as hostess in Czech TV and Radio. <a href=""https://www.last.fm/music/+noredirect/Na%C4%8Fa+Urb%C3%A1nkov%C3%A1"">Read more on Last.fm</a>",5029,24892,"('Eva Pilarová', 'Hana Zagorová', 'Karel Černoch', 'Jiří Korn', 'Věra Špinarová')"
365,Annie Cordy,"Baroness Léonie Cooreman, known under the stage name Annie Cordy (born 16 June 1928), is a Belgian film actress and singer. She has appeared in 50 films since 1954. She has staged many memorable appearances at Bruno Coquatrix' famous Paris Olympia. Her version of ""La Ballade de Davy Crockett"" was number 1 in the charts for five weeks in France in August 1956.

She was born in Laeken, Belgium, where in 2004, King Albert II of Belgium bestowed upon her the title of Baroness in recognition for her life's achievements. <a href=""https://www.last.fm/music/Annie+Cordy"">Read more on Last.fm</a>",22696,119000,"('Claude François', 'Michel Delpech', 'Michel Sardou', 'Hugues Aufray', 'Sheila')"
366,Barimar," <a href=""https://www.last.fm/music/Barimar"">Read more on Last.fm</a>",610,2392,"('Gigi Stok', 'Carlo Venturi', 'Mario Battaini', 'Castellina Pasi', 'Claudio Ranalli')"
367,Felipe Conde," <a href=""https://www.last.fm/music/Felipe+Conde"">Read more on Last.fm</a>",671,3871,"('Los Rebujitos', 'Sergio Contreras', 'Decai', 'Kiko & Shara', 'El Tren De Los Sueños')"
368,Egó,"Egó is a rock band that was formed by Bubbi Morthens (GCD, Utangarðsmenn/Outsiders, Das Kapital...).

In Egó was Bubbi Morthens the singer, Jakob Smári Magnússon on bass, Hrafn Thoroddsen on the organ, Bergsveinn Morthens on the guitar and Magnús Stefánsson on drums.

Egó was formed in September 1981 after Bubbi quit his former band, Utangarðsmenn/Outsiders.

The story of Egó in Icelandic is here --> http://www.bubbi.is/Sveitir1/egostory.php <a href=""https://www.last.fm/music/+noredirect/Eg%C3%B3"">Read more on Last.fm</a>",2790,37280,"('Utangarðsmenn', 'Bubbi Morthens', 'Sálin Hans Jóns Míns', 'HLH Flokkurinn', 'Grafík')"
369,Suriya Soomro," <a href=""https://www.last.fm/music/Suriya+Soomro"">Read more on Last.fm</a>",8,8,()
370,Shang Guan Ping," <a href=""https://www.last.fm/music/Shang+Guan+Ping"">Read more on Last.fm</a>",154,428,"('謝雷', '美黛', '呂珊', 'Tsai Chin', '鳳飛飛')"
371,Milt Buckner,"Milt Buckner (10 July 1915 - 27 July 1977) was an American jazz pianist and organist, originally from St. Louis, Missouri. He was orphaned as a child, but an uncle in Detroit taught him to play. Buckner pioneered the parallel chords style which influenced Red Garland, George Shearing, and Oscar Peterson.
In 1941 he joined Lionel Hampton's big band ,and for the next seven years served as its pianist and staff arranger. He led a short-lived band of his own for two years, but then returned to Hampton's. <a href=""https://www.last.fm/music/Milt+Buckner"">Read more on Last.fm</a>",64809,289619,"('Billy May', 'Ray Anthony', 'Les Baxter', 'Cy Coleman', 'Al Caiola')"
372,Bozo Vorotovic," <a href=""https://www.last.fm/music/Bozo+Vorotovic"">Read more on Last.fm</a>",86,758,"('Jasar Ahmedovski', 'Medeni Mesec', 'Esad Plavi', 'Halid Muslimovic', 'Jovan Perisic')"
373,Tuấn Vũ,"Tuấn Vũ, born Nguyễn Văn Tài, is the 4th child in a large family, which includes his 3 brothers and 6 sisters. Tuấn Vũ was born on 16th Dec 1959 at Phan Thiết, Bình Thuận. He migrated to USA in 1979. Then he worked as a fisherman to earn for his hard life.

Tuấn Vũ is somewhat lucky owning a magnificent voice as well as great passion for music, especially romantic type. He loves singing everywhere whenever having free time. Having troubles in applying for official musical classes (due to financial difficulties) <a href=""https://www.last.fm/music/Tu%E1%BA%A5n+V%C5%A9"">Read more on Last.fm</a>",1095,18702,"('Ngọc Sơn', 'Chế Linh', 'Trường Vũ', 'Hương Lan', 'Quang Lê')"
374,Daniel Andrea," <a href=""https://www.last.fm/music/Daniel+Andrea"">Read more on Last.fm</a>",392,1782,"('Roel', 'Miguel Nández', 'Roser', 'David DeMaría', 'Diego Martín')"
375,Back II Black," <a href=""https://www.last.fm/music/Back+II+Black"">Read more on Last.fm</a>",3008,23758,"('Hip Hop Boyz', 'Bon-Bon', 'Zanzibár', 'Happy Gang, The', 'Gáspár Laci')"
376,Mehdi Hassan,"Mehdi Hassan (Urdu: مہدی حسن), respectfully called Khan Sahib and titled as ""Shahenshah-e-Ghazal"" (English: King of Ghazals), was a prolific Pakistani ghazal singer and a former film-playback singer.

Mehdi Hassan was born in the village of Luna in Rajasthan, India in 1927 into a family of rich traditional musicians. He claimed to be the 16th generation of hereditary musicians hailing from the Kalawant. Mehdi Hassan received his musical training and grooming under his father <a href=""https://www.last.fm/music/Mehdi+Hassan"">Read more on Last.fm</a>",19217,323883,"('Ghulam Ali', 'Farida Khanum', 'Jagjit Singh', 'Jagjit Singh & Chitra Singh', 'Sajjad Ali')"
377,Balqees,"Balqees Ahmed Fathi (born October 20, 1988 UAE), is an Emirati singer. She came from an artistic family as her father Ahmed Fathi was a well-known Yemeni musician and her mother is from United Arab Emirates. She began early in music learning to play instruments and singing. She released her album Majnoon in 2013 through Rotana Records. <a href=""https://www.last.fm/music/Balqees"">Read more on Last.fm</a>",10988,102090,"('Waleed Al Shami', 'Fouad Abdulwahed', 'Ahlam', 'Essa Almarzoug', 'Mona Amarsha')"
378,Orchestra Bagutti," <a href=""https://www.last.fm/music/Orchestra+Bagutti"">Read more on Last.fm</a>",719,4254,"('Franco Bagutti', 'I girasoli', 'Raoul Casadei', 'Castellina Pasi', 'Stefano Parnasso')"
379,Halid Muslimovic," <a href=""https://www.last.fm/music/Halid+Muslimovic"">Read more on Last.fm</a>",6638,77183,"('Šerif Konjević', 'Enes Begovic', 'Osman Hadzic', 'Kemal Malovčić', 'Haris Džinović')"
380,Stephen Tudu," <a href=""https://www.last.fm/music/Stephen+Tudu"">Read more on Last.fm</a>",4,33,()
381,Андрій Князь," <a href=""https://www.last.fm/music/+noredirect/%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9+%D0%9A%D0%BD%D1%8F%D0%B7%D1%8C"">Read more on Last.fm</a>",534,3950,"('Андріана', 'Заліско', 'Оксана Білозір', 'Юлия Думанская', 'Андрій Бема')"
382,Valadis," <a href=""https://www.last.fm/music/Valadis"">Read more on Last.fm</a>",4816,33378,"('Panos Kalidis', 'Zan Batist', 'Konstantinos Koufos', 'Eleni Hatzidou', 'Dionisis Shinas')"
383,Sauter-Finegan Orchestra,"The Sauter-Finegan Orchestra was an American swing jazz band popular in the 1950s. The orchestra was led by Eddie Sauter and Bill Finegan, who were both experienced big band arrangers. They began recording together in 1952, using inventive arrangements that made use of a variety of unusual instruments, including many orchestral instruments as well as oddities like the kazoo and the beaten human chest. <a href=""https://www.last.fm/music/Sauter-Finegan+Orchestra"">Read more on Last.fm</a>",4508,19776,"('The Markko Polo Adventurers', 'The Sauter-Finegan Orchestra', 'Bernie Green', ""Dick Schory's Percussion and Brass Ensemble"", 'Esquivel & His Orchestra')"
384,Juan Vicente Torrealba,"Juan Vicente Torrealba (Caracas, Venezuela, 20 February 1917 – 2 May 2019) was a Venezuelan llanera harpist and composer.

He formed his own group, Los Torrealberos, in 1947. In the 1970s he began to collaborate with artists from around the world and working with a full orchestra.  <a href=""https://www.last.fm/music/Juan+Vicente+Torrealba"">Read more on Last.fm</a>",6366,41804,"('El Carrao de Palmarito', 'Reynaldo Armas', 'Serenata Guayanesa', 'Tambor Urbano', 'Huáscar Barradas')"
385,Eric Noltkamper," <a href=""https://www.last.fm/music/Eric+Noltkamper"">Read more on Last.fm</a>",357,2804,"('Markic & Zagger Orchestra', 'FRANK NOVAK', 'Walter Ostanek', 'Don Kotnik', 'Alex Meixner')"
386,Sapana Shree," <a href=""https://www.last.fm/music/Sapana+Shree"">Read more on Last.fm</a>",23,63,"('Mukti and Revival', 'Cobweb', 'Nima Rumba', '1974 AD', 'Deepak Bajracharya')"
387,Thanh Lan,"Thanh Lan (born 1948) is a famous Vietnamese singer and actress who had been an iconic pop music superstar of South Vietnam, mostly known for her interpretations of French popular music.  

Born in Vinh, Nghe An, Vietnam, Thanh Lan graduated from the prestigious Marie Curie High School in Saigon.  After graduating from high school, she went on to graduate from the University of Saigon, School of Literature in 1973.  Thanh Lan began her music career <a href=""https://www.last.fm/music/Thanh+Lan"">Read more on Last.fm</a>",5318,29050,"('Duy Quang', 'Phương Dung', 'Lệ Thu', 'Carol Kim', 'Mai Lệ Huyền')"
388,Afon," <a href=""https://www.last.fm/music/Afon"">Read more on Last.fm</a>",104,769,"('Aram Asatryan', 'Tatoul Avoyan', 'Armen Aloyan', 'Tigran Jamkochyan', 'Armenchik')"
389,Amchok Gompo Dhondup," <a href=""https://www.last.fm/music/Amchok+Gompo+Dhondup"">Read more on Last.fm</a>",5,41,()
390,Suvarna Mategaonkar," <a href=""https://www.last.fm/music/Suvarna+Mategaonkar"">Read more on Last.fm</a>",6,19,()
391,Sinisa Vuco," <a href=""https://www.last.fm/music/+noredirect/Sinisa+Vuco"">Read more on Last.fm</a>",1503,16483,()
392,Bonet de San Pedro,"Pere Bonet Mir, known professionally as Bonet de San Pedro, and popularly in Mallorca as Bonet de Sant Pere
 (1917-2002) was a singer, composer and multi-instrumentalist whose repertoire combined boleros with translated American folk songs and jazz influences <a href=""https://www.last.fm/music/Bonet+de+San+Pedro"">Read more on Last.fm</a>",2024,9532,"('Lucho Gatica', 'Boleros', 'Juanito Segarra', 'Lolita Garrido', 'Chelo Silva')"
393,Jose Melis,"    * Born Jose Melis Guiu 27 February 1920, Havana, Cuba
    * Died 7 April 2005, Sun City, Arizona 

Despite his striking resemblance to Esquivel, Jose Melis is more like Skitch Henderson--a pleasant pianist and an average arranger who gained more than his share of fame by leading the band on one of Jack Paar's ""Tonight! Show"" He began as a classical pianist, studying at the Havana Conservatory and under a Cuban government scholarship in Paris. At the age of 16, he moved to the U. <a href=""https://www.last.fm/music/Jose+Melis"">Read more on Last.fm</a>",418,1615,"('Lester Lanin and His Orchestra', 'The Caroleers', 'The Golddiggers', 'Eddie Dunstedter', 'Conjunto Cubano')"
394,Clon,"A Korean pop/dance duo of Kang Won-Rae and Koo Jun-Yup.  Debuted in 1996.  Won-Rae became paralyzed in a motorcycle accident in late 2000 just after the release of their interim album ""4.5: Wish"".  In 2002, ""Best of Clon"" was released and Jun-Yup went on to start a solo career.  In 2005, Clon came back to release ""Victory"" with Won-Rae appearing in concert in a wheelchair and performing a song dedicated to his wife. <a href=""https://www.last.fm/music/Clon"">Read more on Last.fm</a>",10261,79415,"('반야', 'Novasonic', ""Roo'Ra"", 'Park Mi Kyung', 'Tashannie')"
395,Eleni Vitali,"Eleni Vitali (Ελένη Βιτάλη) was born in Athens, Greece, at September 13th, 1954, from musician parents. So she started a musical career at a very young age, while traveling with her parents across the country.
Her first recorded performance was in 1973, alongside with Sotiria Bellou, with the song ""Nobody can be patient"" (Δεν περισσεύει υπομονή). Her first great succes was ""My carnation"" (Άι γαρούφαλό μου). <a href=""https://www.last.fm/music/Eleni+Vitali"">Read more on Last.fm</a>",21062,148494,"('Melina Kana', 'Kostas Makedonas', 'Ελένη Τσαλιγοπούλου', 'Τάνια Τσανακλίδου', 'Dimitra Galani')"
